date,entry_time,entry_price,entry_credit,contracts,exit_reason,pnl
2025-01-17,0.5,593.97,1.0625,5,SL,-0.53125
2025-01-17,1.0,594.24,1.125,5,Hold: Worthless,5.625
2025-01-17,1.5,593.86,1.1875,5,Hold: Worthless,5.9375
2025-01-17,2.0,593.92,1.25,5,Hold: Worthless,6.25
2025-01-17,2.5,595.18,1.3125,5,Hold: Worthless,6.5625
2025-01-17,3.0,595.9083,1.375,5,SL,-0.6875
2025-01-17,3.5,596.95,1.4375,5,SL,-0.7187500000000001
2025-01-21,0.0,599.77,1.0,5,SL,-0.5
2025-01-21,0.5,600.57,1.0625,5,Hold: Worthless,5.3125
2025-01-21,1.0,599.27,1.125,5,Hold: Worthless,5.625
2025-01-21,1.5,599.761,1.1875,5,SL,-0.59375
2025-01-21,2.0,599.83,1.25,5,Hold: Worthless,6.25
2025-01-21,2.5,599.82,1.3125,5,Hold: Worthless,6.5625
2025-01-21,3.0,600.63,1.375,5,Hold: Worthless,6.875
2025-01-21,3.5,600.49,1.4375,5,SL,-0.7187500000000001
2025-01-22,0.0,605.74,1.0,5,SL,-0.5
2025-01-22,0.5,605.35,1.0625,5,SL,-0.53125
2025-01-22,1.0,605.65,1.125,5,SL,-0.5625
2025-01-22,1.5,605.44,1.1875,5,TP (50%),2.96875
2025-01-22,2.0,605.44,1.25,5,TP (50%),3.125
2025-01-22,2.5,605.88,1.3125,5,TP (50%),3.28125
2025-01-22,3.0,606.05,1.375,5,Hold: Worthless,6.875
2025-01-22,3.5,605.76,1.4375,5,SL,-0.7187500000000001
2025-01-23,0.0,604.76,1.0,5,SL,-0.5
2025-01-23,0.5,605.35,1.0625,5,Hold: Worthless,5.3125
2025-01-23,1.0,605.66,1.125,5,TP (50%),2.8125
2025-01-23,1.5,605.26,1.1875,10,TP (50%),5.9375
2025-01-23,2.0,605.88,1.25,10,Hold: Worthless,12.5
2025-01-23,2.5,605.86,1.3125,10,SL,-1.3125
2025-01-23,3.0,605.93,1.375,10,SL,-1.375
2025-01-23,3.5,605.69,1.4375,10,TP (50%),7.1875
2025-01-24,0.0,609.48,1.0,10,Hold: Worthless,10.0
2025-01-24,0.5,608.96,1.0625,10,Hold: Worthless,10.625
2025-01-24,1.0,609.17,1.125,10,TP (50%),5.625
2025-01-24,1.5,609.13,1.1875,10,TP (50%),5.9375
2025-01-24,2.0,609.07,1.25,10,TP (50%),6.25
2025-01-24,2.5,608.939,1.3125,10,SL,-1.3125
2025-01-24,3.0,609.74,1.375,10,Hold: Worthless,13.75
2025-01-24,3.5,610.21,1.4375,10,Hold: Worthless,14.375
2025-01-27,0.0,596.02,1.0,10,TP (50%),5.0
2025-01-27,0.5,595.3,1.0625,10,TP (50%),5.3125
2025-01-27,1.0,593.42,1.125,10,TP (50%),5.625
2025-01-27,1.5,592.79,1.1875,10,Hold: Worthless,11.875
2025-01-27,2.0,593.49,1.25,10,SL,-1.25
2025-01-27,2.5,593.5,1.3125,10,Hold: Worthless,13.125
2025-01-27,3.0,594.41,1.375,10,SL,-1.375
2025-01-27,3.5,595.15,1.4375,10,SL,-1.4375000000000002
2025-01-28,0.0,601.01,1.0,10,Hold: Worthless,10.0
2025-01-28,0.5,602.01,1.0625,10,TP (50%),5.3125
2025-01-28,1.0,601.49,1.125,10,TP (50%),5.625
2025-01-28,1.5,600.31,1.1875,10,SL,-1.1875
2025-01-28,2.0,600.12,1.25,10,SL,-1.25
2025-01-28,2.5,600.839,1.3125,10,SL,-1.3125
2025-01-28,3.0,600.15,1.375,10,SL,-1.375
2025-01-28,3.5,600.02,1.4375,10,SL,-1.4375000000000002
2025-01-29,0.0,604.85,1.0,10,Hold: Worthless,10.0
2025-01-29,0.5,605.2,1.0625,10,Hold: Worthless,10.625
2025-01-29,1.0,605.22,1.125,10,Hold: Worthless,11.25
2025-01-29,1.5,604.65,1.1875,10,SL,-1.1875
2025-01-29,2.0,603.4,1.25,10,TP (50%),6.25
2025-01-29,2.5,603.17,1.3125,10,TP (50%),6.5625
2025-01-29,3.0,603.87,1.375,10,SL,-1.375
2025-01-29,3.5,602.795,1.4375,10,SL,-1.4375000000000002
2025-01-30,0.0,604.58,1.0,10,SL,-1.0
2025-01-30,0.5,604.16,1.0625,10,Hold: Worthless,10.625
2025-01-30,1.0,603.6,1.125,10,TP (50%),5.625
2025-01-30,1.5,602.88,1.1875,10,TP (50%),5.9375
2025-01-30,2.0,603.52,1.25,10,TP (50%),6.25
2025-01-30,2.5,602.98,1.3125,10,SL,-1.3125
2025-01-30,3.0,603.76,1.375,10,TP (50%),6.875
2025-01-30,3.5,604.43,1.4375,10,SL,-1.4375000000000002
2025-01-31,0.0,608.06,1.0,10,Hold: Worthless,10.0
2025-01-31,0.5,607.87,1.0625,10,TP (50%),5.3125
2025-01-31,1.0,608.03,1.125,10,TP (50%),5.625
2025-01-31,1.5,607.6799,1.1875,10,TP (50%),5.9375
2025-01-31,2.0,607.51,1.25,10,Hold: Worthless,12.5
2025-01-31,2.5,607.35,1.3125,10,TP (50%),6.5625
2025-01-31,3.0,607.62,1.375,10,SL,-1.375
2025-01-31,3.5,608.37,1.4375,10,Hold: Worthless,14.375
2025-02-03,0.0,593.07,1.0,10,TP (50%),5.0
2025-02-03,0.5,592.51,1.0625,10,Hold: Worthless,10.625
2025-02-03,1.0,593.48,1.125,10,SL,-1.125
2025-02-03,1.5,593.89,1.1875,10,SL,-1.1875
2025-02-03,2.0,593.291,1.25,10,SL,-1.25
2025-02-03,2.5,592.34,1.3125,10,TP (50%),6.5625
2025-02-03,3.0,592.14,1.375,10,TP (50%),6.875
2025-02-03,3.5,593.0,1.4375,10,Hold: Worthless,14.375
2025-02-04,0.0,596.63,1.0,10,TP (50%),5.0
2025-02-04,0.5,596.64,1.0625,10,Hold: Worthless,10.625
2025-02-04,1.0,596.85,1.125,10,SL,-1.125
2025-02-04,1.5,597.23,1.1875,10,SL,-1.1875
2025-02-04,2.0,597.94,1.25,10,SL,-1.25
2025-02-04,2.5,598.19,1.3125,10,Hold: Worthless,13.125
2025-02-04,3.0,598.0,1.375,10,SL,-1.375
2025-02-04,3.5,598.1,1.4375,10,SL,-1.4375000000000002
2025-02-05,0.0,598.34,1.0,10,Hold: Worthless,10.0
2025-02-05,0.5,598.53,1.0625,10,Hold: Worthless,10.625
2025-02-05,1.0,599.12,1.125,10,Hold: Worthless,11.25
2025-02-05,1.5,599.05,1.1875,10,TP (50%),5.9375
2025-02-05,2.0,599.5,1.25,10,SL,-1.25
2025-02-05,2.5,599.56,1.3125,10,TP (50%),6.5625
2025-02-05,3.0,600.3,1.375,10,SL,-1.375
2025-02-05,3.5,600.95,1.4375,10,SL,-1.4375000000000002
2025-02-06,0.0,605.63,1.0,10,TP (50%),5.0
2025-02-06,0.5,605.21,1.0625,10,Hold: Worthless,10.625
2025-02-06,1.0,604.58,1.125,10,TP (50%),5.625
2025-02-06,1.5,604.771,1.1875,10,SL,-1.1875
2025-02-06,2.0,605.44,1.25,10,SL,-1.25
2025-02-06,2.5,605.1007,1.3125,10,SL,-1.3125
2025-02-06,3.0,605.79,1.375,10,TP (50%),6.875
2025-02-06,3.5,605.96,1.4375,10,TP (50%),7.1875
2025-02-07,0.0,606.0,1.0,10,TP (50%),5.0
2025-02-07,0.5,606.69,1.0625,10,SL,-1.0625
2025-02-07,1.0,606.4,1.125,10,TP (50%),5.625
2025-02-07,1.5,606.13,1.1875,10,TP (50%),5.9375
2025-02-07,2.0,606.05,1.25,10,SL,-1.25
2025-02-07,2.5,606.82,1.3125,10,TP (50%),6.5625
2025-02-07,3.0,607.93,1.375,10,Hold: Worthless,13.75
2025-02-07,3.5,604.8051,1.4375,10,TP (50%),7.1875
2025-02-10,0.0,603.1,1.0,10,TP (50%),5.0
2025-02-10,0.5,603.33,1.0625,10,TP (50%),5.3125
2025-02-10,1.0,603.44,1.125,10,TP (50%),5.625
2025-02-10,1.5,603.7404,1.1875,10,TP (50%),5.9375
2025-02-10,2.0,604.31,1.25,10,TP (50%),6.25
2025-02-10,2.5,604.5297,1.3125,10,SL,-1.3125
2025-02-10,3.0,603.99,1.375,10,SL,-1.375
2025-02-10,3.5,603.86,1.4375,10,SL,-1.4375000000000002
2025-02-11,0.0,603.06,1.0,10,SL,-1.0
2025-02-11,0.5,603.1,1.0625,10,SL,-1.0625
2025-02-11,1.0,603.12,1.125,10,SL,-1.125
2025-02-11,1.5,603.12,1.1875,10,Hold: Worthless,11.875
2025-02-11,2.0,603.1,1.25,10,Hold: Worthless,12.5
2025-02-11,2.5,602.9,1.3125,10,SL,-1.3125
2025-02-11,3.0,602.36,1.375,10,Hold: Worthless,13.75
2025-02-11,3.5,603.27,1.4375,10,Hold: Worthless,14.375
2025-02-12,0.0,604.18,1.0,10,TP (50%),5.0
2025-02-12,0.5,604.45,1.0625,10,TP (50%),5.3125
2025-02-12,1.0,604.83,1.125,10,TP (50%),5.625
2025-02-12,1.5,605.13,1.1875,10,SL,-1.1875
2025-02-12,2.0,605.28,1.25,10,SL,-1.25
2025-02-12,2.5,599.53,1.3125,10,TP (50%),6.5625
2025-02-12,3.0,599.37,1.375,10,TP (50%),6.875
2025-02-12,3.5,601.2598,1.4375,10,SL,-1.4375000000000002
2025-02-13,0.0,603.02,1.0,10,SL,-1.0
2025-02-13,0.5,603.23,1.0625,10,SL,-1.0625
2025-02-13,1.0,603.17,1.125,10,TP (50%),5.625
2025-02-13,1.5,603.0,1.1875,10,TP (50%),5.9375
2025-02-13,2.0,603.14,1.25,10,Hold: Worthless,12.5
2025-02-13,2.5,604.1,1.3125,10,TP (50%),6.5625
2025-02-13,3.0,604.61,1.375,10,SL,-1.375
2025-02-13,3.5,604.36,1.4375,10,Hold: Worthless,14.375
2025-02-14,0.0,610.5,1.0,10,Hold: Worthless,10.0
2025-02-14,0.5,609.46,1.0625,10,TP (50%),5.3125
2025-02-14,1.0,608.95,1.125,10,SL,-1.125
2025-02-14,1.5,609.17,1.1875,10,SL,-1.1875
2025-02-14,2.0,609.4493,1.25,10,SL,-1.25
2025-02-14,2.5,609.6,1.3125,10,SL,-1.3125
2025-02-14,3.0,609.95,1.375,10,TP (50%),6.875
2025-02-14,3.5,610.45,1.4375,10,SL,-1.4375000000000002
2025-02-18,0.0,611.51,1.0,10,TP (50%),5.0
2025-02-18,0.5,611.84,1.0625,10,TP (50%),5.3125
2025-02-18,1.0,612.0,1.125,10,SL,-1.125
2025-02-18,1.5,611.85,1.1875,10,Hold: Worthless,11.875
2025-02-18,2.0,612.22,1.25,10,SL,-1.25
2025-02-18,2.5,611.8493,1.3125,10,Hold: Worthless,13.125
2025-02-18,3.0,610.4199,1.375,10,TP (50%),6.875
2025-02-18,3.5,609.81,1.4375,10,Hold: Worthless,14.375
2025-02-19,0.0,611.94,1.0,10,TP (50%),5.0
2025-02-19,0.5,610.73,1.0625,10,Hold: Worthless,10.625
2025-02-19,1.0,610.34,1.125,10,Hold: Worthless,11.25
2025-02-19,1.5,610.98,1.1875,10,TP (50%),5.9375
2025-02-19,2.0,610.49,1.25,10,Hold: Worthless,12.5
2025-02-19,2.5,610.1496,1.3125,10,SL,-1.3125
2025-02-19,3.0,609.87,1.375,10,TP (50%),6.875
2025-02-19,3.5,610.08,1.4375,10,SL,-1.4375000000000002
2025-02-20,0.0,611.76,1.0,10,SL,-1.0
2025-02-20,0.5,611.76,1.0625,10,TP (50%),5.3125
2025-02-20,1.0,611.1,1.125,10,Hold: Worthless,11.25
2025-02-20,1.5,611.4,1.1875,10,TP (50%),5.9375
2025-02-20,2.0,611.18,1.25,10,Hold: Worthless,12.5
2025-02-20,2.5,611.5,1.3125,10,TP (50%),6.5625
2025-02-20,3.0,611.2493,1.375,10,Hold: Worthless,13.75
2025-02-20,3.5,608.16,1.4375,10,SL,-1.4375000000000002
2025-02-21,0.0,610.69,1.0,10,SL,-1.0
2025-02-21,0.5,610.77,1.0625,10,Hold: Worthless,10.625
2025-02-21,1.0,610.95,1.125,10,TP (50%),5.625
2025-02-21,1.5,610.79,1.1875,10,TP (50%),5.9375
2025-02-21,2.0,610.97,1.25,10,TP (50%),6.25
2025-02-21,2.5,610.99,1.3125,10,TP (50%),6.5625
2025-02-21,3.0,609.23,1.375,10,Hold: Worthless,13.75
2025-02-21,3.5,607.9733,1.4375,10,Hold: Worthless,14.375
2025-02-24,0.0,603.68,1.0,10,TP (50%),5.0
2025-02-24,0.5,602.98,1.0625,10,SL,-1.0625
2025-02-24,1.0,603.15,1.125,10,Hold: Worthless,11.25
2025-02-24,1.5,603.14,1.1875,10,TP (50%),5.9375
2025-02-24,2.0,602.98,1.25,10,TP (50%),6.25
2025-02-24,2.5,603.0204,1.3125,10,TP (50%),6.5625
2025-02-24,3.0,602.86,1.375,10,TP (50%),6.875
2025-02-24,3.5,602.85,1.4375,10,SL,-1.4375000000000002
2025-02-25,0.0,596.46,1.0,10,Hold: Worthless,10.0
2025-02-25,0.5,596.0,1.0625,10,TP (50%),5.3125
2025-02-25,1.0,595.45,1.125,10,SL,-1.125
2025-02-25,1.5,596.79,1.1875,10,Hold: Worthless,11.875
2025-02-25,2.0,596.9,1.25,10,SL,-1.25
2025-02-25,2.5,597.75,1.3125,10,SL,-1.3125
2025-02-25,3.0,597.63,1.375,10,SL,-1.375
2025-02-25,3.5,597.23,1.4375,10,TP (50%),7.1875
2025-02-26,0.0,597.1,1.0,10,Hold: Worthless,10.0
2025-02-26,0.5,597.07,1.0625,10,SL,-1.0625
2025-02-26,1.0,596.9,1.125,10,SL,-1.125
2025-02-26,1.5,597.1,1.1875,10,SL,-1.1875
2025-02-26,2.0,596.99,1.25,10,SL,-1.25
2025-02-26,2.5,597.4085,1.3125,10,SL,-1.3125
2025-02-26,3.0,596.66,1.375,10,TP (50%),6.875
2025-02-26,3.5,595.68,1.4375,10,TP (50%),7.1875
2025-02-27,0.0,597.79,1.0,10,SL,-1.0
2025-02-27,0.5,597.8,1.0625,10,TP (50%),5.3125
2025-02-27,1.0,598.11,1.125,10,SL,-1.125
2025-02-27,1.5,598.4,1.1875,10,TP (50%),5.9375
2025-02-27,2.0,598.2,1.25,10,SL,-1.25
2025-02-27,2.5,598.09,1.3125,10,SL,-1.3125
2025-02-27,3.0,597.4,1.375,10,SL,-1.375
2025-02-27,3.5,597.02,1.4375,10,SL,-1.4375000000000002
2025-02-28,0.0,587.13,1.0,10,Hold: Worthless,10.0
2025-02-28,0.5,587.0,1.0625,10,SL,-1.0625
2025-02-28,1.0,587.24,1.125,10,Hold: Worthless,11.25
2025-02-28,1.5,587.23,1.1875,10,SL,-1.1875
2025-02-28,2.0,586.47,1.25,10,Hold: Worthless,12.5
2025-02-28,2.5,586.8,1.3125,10,SL,-1.3125
2025-02-28,3.0,587.0785,1.375,10,Hold: Worthless,13.75
2025-02-28,3.5,586.0,1.4375,10,SL,-1.4375000000000002
2025-03-03,0.0,594.92,1.0,10,SL,-1.0
2025-03-03,0.5,595.58,1.0625,10,SL,-1.0625
2025-03-03,1.0,596.0,1.125,10,SL,-1.125
2025-03-03,1.5,596.45,1.1875,10,Hold: Worthless,11.875
2025-03-03,2.0,597.18,1.25,10,TP (50%),6.25
2025-03-03,2.5,596.86,1.3125,10,Hold: Worthless,13.125
2025-03-03,3.0,596.25,1.375,10,SL,-1.375
2025-03-03,3.5,596.1,1.4375,10,TP (50%),7.1875
2025-03-04,0.0,584.58,1.0,10,SL,-1.0
2025-03-04,0.5,584.12,1.0625,10,TP (50%),5.3125
2025-03-04,1.0,583.79,1.125,10,Hold: Worthless,11.25
2025-03-04,1.5,583.75,1.1875,10,SL,-1.1875
2025-03-04,2.0,580.71,1.25,10,SL,-1.25
2025-03-04,2.5,580.42,1.3125,10,TP (50%),6.5625
2025-03-04,3.0,579.65,1.375,10,SL,-1.375
2025-03-04,3.5,580.17,1.4375,10,Hold: Worthless,14.375
2025-03-05,0.0,581.62,1.0,10,TP (50%),5.0
2025-03-05,0.5,581.6,1.0625,10,SL,-1.0625
2025-03-05,1.0,580.95,1.125,10,Hold: Worthless,11.25
2025-03-05,1.5,580.11,1.1875,10,SL,-1.1875
2025-03-05,2.0,578.75,1.25,10,Hold: Worthless,12.5
2025-03-05,2.5,578.88,1.3125,10,SL,-1.3125
2025-03-05,3.0,578.26,1.375,10,TP (50%),6.875
2025-03-05,3.5,577.4,1.4375,10,Hold: Worthless,14.375
2025-03-06,0.0,577.08,1.0,10,Hold: Worthless,10.0
2025-03-06,0.5,577.2,1.0625,10,TP (50%),5.3125
2025-03-06,1.0,576.21,1.125,10,TP (50%),5.625
2025-03-06,1.5,576.63,1.1875,10,TP (50%),5.9375
2025-03-06,2.0,577.48,1.25,10,TP (50%),6.25
2025-03-06,2.5,576.68,1.3125,10,TP (50%),6.5625
2025-03-06,3.0,575.79,1.375,10,TP (50%),6.875
2025-03-06,3.5,576.8,1.4375,10,Hold: Worthless,14.375
2025-03-07,0.0,575.32,1.0,10,TP (50%),5.0
2025-03-07,0.5,574.64,1.0625,10,SL,-1.0625
2025-03-07,1.0,574.56,1.125,10,Hold: Worthless,11.25
2025-03-07,1.5,574.34,1.1875,10,SL,-1.1875
2025-03-07,2.0,572.91,1.25,10,TP (50%),6.25
2025-03-07,2.5,572.91,1.3125,10,TP (50%),6.5625
2025-03-07,3.0,574.2,1.375,10,Hold: Worthless,13.75
2025-03-07,3.5,571.25,1.4375,10,SL,-1.4375000000000002
2025-03-10,0.0,570.56,1.0,10,TP (50%),5.0
2025-03-10,0.5,569.99,1.0625,10,SL,-1.0625
2025-03-10,1.0,569.46,1.125,10,SL,-1.125
2025-03-10,1.5,570.45,1.1875,10,Hold: Worthless,11.875
2025-03-10,2.0,569.21,1.25,10,SL,-1.25
2025-03-10,2.5,568.76,1.3125,10,TP (50%),6.5625
2025-03-10,3.0,568.12,1.375,10,SL,-1.375
2025-03-10,3.5,567.92,1.4375,10,TP (50%),7.1875
2025-03-11,0.0,562.7,1.0,10,Hold: Worthless,10.0
2025-03-11,0.5,562.37,1.0625,10,Hold: Worthless,10.625
2025-03-11,1.0,562.3,1.125,10,SL,-1.125
2025-03-11,1.5,562.3,1.1875,10,TP (50%),5.9375
2025-03-11,2.0,563.14,1.25,10,Hold: Worthless,12.5
2025-03-11,2.5,562.23,1.3125,10,Hold: Worthless,13.125
2025-03-11,3.0,560.73,1.375,10,SL,-1.375
2025-03-11,3.5,560.2,1.4375,10,Hold: Worthless,14.375
2025-03-12,0.0,559.81,1.0,10,SL,-1.0
2025-03-12,0.5,559.4,1.0625,10,SL,-1.0625
2025-03-12,1.0,560.4,1.125,10,Hold: Worthless,11.25
2025-03-12,1.5,561.08,1.1875,10,TP (50%),5.9375
2025-03-12,2.0,560.35,1.25,10,Hold: Worthless,12.5
2025-03-12,2.5,561.89,1.3125,10,TP (50%),6.5625
2025-03-12,3.0,562.7,1.375,10,SL,-1.375
2025-03-12,3.5,562.22,1.4375,10,Hold: Worthless,14.375
2025-03-13,0.0,557.89,1.0,10,Hold: Worthless,10.0
2025-03-13,0.5,559.0,1.0625,10,Hold: Worthless,10.625
2025-03-13,1.0,559.55,1.125,10,SL,-1.125
2025-03-13,1.5,558.86,1.1875,10,Hold: Worthless,11.875
2025-03-13,2.0,556.9,1.25,10,TP (50%),6.25
2025-03-13,2.5,556.85,1.3125,10,TP (50%),6.5625
2025-03-13,3.0,557.52,1.375,10,TP (50%),6.875
2025-03-13,3.5,558.4,1.4375,10,TP (50%),7.1875
2025-03-14,0.0,555.94,1.0,10,TP (50%),5.0
2025-03-14,0.5,555.56,1.0625,10,SL,-1.0625
2025-03-14,1.0,556.2,1.125,10,SL,-1.125
2025-03-14,1.5,555.88,1.1875,10,TP (50%),5.9375
2025-03-14,2.0,556.6204,1.25,10,SL,-1.25
2025-03-14,2.5,557.63,1.3125,10,SL,-1.3125
2025-03-14,3.0,556.92,1.375,10,Hold: Worthless,13.75
2025-03-14,3.5,556.065,1.4375,10,Hold: Worthless,14.375
2025-03-17,0.0,560.67,1.0,10,SL,-1.0
2025-03-17,0.5,560.97,1.0625,10,Hold: Worthless,10.625
2025-03-17,1.0,562.4,1.125,10,TP (50%),5.625
2025-03-17,1.5,562.26,1.1875,10,TP (50%),5.9375
2025-03-17,2.0,561.3299,1.25,10,Hold: Worthless,12.5
2025-03-17,2.5,563.52,1.3125,10,TP (50%),6.5625
2025-03-17,3.0,563.16,1.375,10,TP (50%),6.875
2025-03-17,3.5,565.8239,1.4375,10,TP (50%),7.1875
2025-03-18,0.0,567.08,1.0,10,SL,-1.0
2025-03-18,0.5,565.37,1.0625,10,TP (50%),5.3125
2025-03-18,1.0,565.83,1.125,10,SL,-1.125
2025-03-18,1.5,565.48,1.1875,10,Hold: Worthless,11.875
2025-03-18,2.0,565.36,1.25,10,TP (50%),6.25
2025-03-18,2.5,565.56,1.3125,10,Hold: Worthless,13.125
2025-03-18,3.0,564.9,1.375,10,Hold: Worthless,13.75
2025-03-18,3.5,561.45,1.4375,10,Hold: Worthless,14.375
2025-03-19,0.0,561.99,1.0,10,SL,-1.0
2025-03-19,0.5,562.67,1.0625,10,Hold: Worthless,10.625
2025-03-19,1.0,562.5,1.125,10,TP (50%),5.625
2025-03-19,1.5,562.2,1.1875,10,SL,-1.1875
2025-03-19,2.0,562.0,1.25,10,Hold: Worthless,12.5
2025-03-19,2.5,562.24,1.3125,10,Hold: Worthless,13.125
2025-03-19,3.0,562.45,1.375,10,SL,-1.375
2025-03-19,3.5,564.9301,1.4375,10,SL,-1.4375000000000002
2025-03-20,0.0,568.08,1.0,10,Hold: Worthless,10.0
2025-03-20,0.5,566.4,1.0625,10,Hold: Worthless,10.625
2025-03-20,1.0,563.08,1.125,10,TP (50%),5.625
2025-03-20,1.5,564.3,1.1875,10,Hold: Worthless,11.875
2025-03-20,2.0,564.78,1.25,10,TP (50%),6.25
2025-03-20,2.5,565.13,1.3125,10,TP (50%),6.5625
2025-03-20,3.0,564.9,1.375,10,SL,-1.375
2025-03-20,3.5,563.67,1.4375,10,SL,-1.4375000000000002
2025-03-21,0.0,561.9,1.0,10,SL,-1.0
2025-03-21,0.5,562.96,1.0625,10,SL,-1.0625
2025-03-21,1.0,562.39,1.125,10,TP (50%),5.625
2025-03-21,1.5,562.74,1.1875,10,Hold: Worthless,11.875
2025-03-21,2.0,562.7,1.25,10,TP (50%),6.25
2025-03-21,2.5,561.8707,1.3125,10,SL,-1.3125
2025-03-21,3.0,559.07,1.375,10,Hold: Worthless,13.75
2025-03-21,3.5,558.85,1.4375,10,SL,-1.4375000000000002
2025-03-24,0.0,569.78,1.0,10,TP (50%),5.0
2025-03-24,0.5,570.28,1.0625,10,Hold: Worthless,10.625
2025-03-24,1.0,570.69,1.125,10,TP (50%),5.625
2025-03-24,1.5,570.75,1.1875,10,SL,-1.1875
2025-03-24,2.0,571.01,1.25,10,TP (50%),6.25
2025-03-24,2.5,571.1601,1.3125,10,Hold: Worthless,13.125
2025-03-24,3.0,571.3,1.375,10,Hold: Worthless,13.75
2025-03-24,3.5,570.88,1.4375,10,SL,-1.4375000000000002
2025-03-25,0.0,573.29,1.0,10,SL,-1.0
2025-03-25,0.5,574.07,1.0625,10,TP (50%),5.3125
2025-03-25,1.0,574.42,1.125,10,Hold: Worthless,11.25
2025-03-25,1.5,575.02,1.1875,10,SL,-1.1875
2025-03-25,2.0,575.55,1.25,10,SL,-1.25
2025-03-25,2.5,575.78,1.3125,10,Hold: Worthless,13.125
2025-03-25,3.0,575.77,1.375,10,TP (50%),6.875
2025-03-25,3.5,574.78,1.4375,10,Hold: Worthless,14.375
2025-03-26,0.0,574.71,1.0,10,SL,-1.0
2025-03-26,0.5,574.74,1.0625,10,SL,-1.0625
2025-03-26,1.0,575.13,1.125,10,SL,-1.125
2025-03-26,1.5,575.69,1.1875,10,Hold: Worthless,11.875
2025-03-26,2.0,575.42,1.25,10,Hold: Worthless,12.5
2025-03-26,2.5,575.74,1.3125,10,TP (50%),6.5625
2025-03-26,3.0,575.375,1.375,10,SL,-1.375
2025-03-26,3.5,573.825,1.4375,10,TP (50%),7.1875
2025-03-27,0.0,569.4,1.0,10,TP (50%),5.0
2025-03-27,0.5,569.35,1.0625,10,TP (50%),5.3125
2025-03-27,1.0,568.28,1.125,10,SL,-1.125
2025-03-27,1.5,567.65,1.1875,10,Hold: Worthless,11.875
2025-03-27,2.0,568.38,1.25,10,SL,-1.25
2025-03-27,2.5,568.38,1.3125,10,SL,-1.3125
2025-03-27,3.0,568.0206,1.375,10,TP (50%),6.875
2025-03-27,3.5,566.02,1.4375,10,SL,-1.4375000000000002
2025-03-28,0.0,565.7,1.0,10,SL,-1.0
2025-03-28,0.5,566.97,1.0625,10,TP (50%),5.3125
2025-03-28,1.0,566.57,1.125,10,SL,-1.125
2025-03-28,1.5,566.4588,1.1875,10,SL,-1.1875
2025-03-28,2.0,565.43,1.25,10,Hold: Worthless,12.5
2025-03-28,2.5,564.4898,1.3125,10,Hold: Worthless,13.125
2025-03-28,3.0,564.51,1.375,10,TP (50%),6.875
2025-03-28,3.5,563.73,1.4375,10,TP (50%),7.1875
2025-03-31,0.0,550.99,1.0,10,SL,-1.0
2025-03-31,0.5,550.44,1.0625,10,Hold: Worthless,10.625
2025-03-31,1.0,551.06,1.125,10,Hold: Worthless,11.25
2025-03-31,1.5,550.02,1.1875,10,Hold: Worthless,11.875
2025-03-31,2.0,549.67,1.25,10,SL,-1.25
2025-03-31,2.5,549.3,1.3125,10,Hold: Worthless,13.125
2025-03-31,3.0,550.68,1.375,10,Hold: Worthless,13.75
2025-03-31,3.5,550.24,1.4375,10,Hold: Worthless,14.375
2025-04-01,0.0,559.25,1.0,10,SL,-1.0
2025-04-01,0.5,557.73,1.0625,10,Hold: Worthless,10.625
2025-04-01,1.0,557.43,1.125,10,Hold: Worthless,11.25
2025-04-01,1.5,556.83,1.1875,10,TP (50%),5.9375
2025-04-01,2.0,556.36,1.25,10,TP (50%),6.25
2025-04-01,2.5,556.39,1.3125,10,Hold: Worthless,13.125
2025-04-01,3.0,556.54,1.375,10,SL,-1.375
2025-04-01,3.5,557.77,1.4375,10,TP (50%),7.1875
2025-04-02,0.0,559.09,1.0,10,TP (50%),5.0
2025-04-02,0.5,558.48,1.0625,10,Hold: Worthless,10.625
2025-04-02,1.0,558.07,1.125,10,TP (50%),5.625
2025-04-02,1.5,557.82,1.1875,10,Hold: Worthless,11.875
2025-04-02,2.0,556.2599,1.25,10,SL,-1.25
2025-04-02,2.5,555.45,1.3125,10,Hold: Worthless,13.125
2025-04-02,3.0,556.1,1.375,10,Hold: Worthless,13.75
2025-04-02,3.5,558.335,1.4375,10,TP (50%),7.1875
2025-04-03,0.0,547.27,1.0,10,TP (50%),5.0
2025-04-03,0.5,546.31,1.0625,10,SL,-1.0625
2025-04-03,1.0,545.61,1.125,10,Hold: Worthless,11.25
2025-04-03,1.5,545.33,1.1875,10,Hold: Worthless,11.875
2025-04-03,2.0,544.89,1.25,10,SL,-1.25
2025-04-03,2.5,545.96,1.3125,10,Hold: Worthless,13.125
2025-04-03,3.0,545.6819,1.375,10,SL,-1.375
2025-04-03,3.5,543.31,1.4375,10,SL,-1.4375000000000002
2025-04-04,0.0,532.66,1.0,10,SL,-1.0
2025-04-04,0.5,533.88,1.0625,10,Hold: Worthless,10.625
2025-04-04,1.0,525.73,1.125,10,Hold: Worthless,11.25
2025-04-04,1.5,523.33,1.1875,10,SL,-1.1875
2025-04-04,2.0,517.24,1.25,10,SL,-1.25
2025-04-04,2.5,522.6,1.3125,10,TP (50%),6.5625
2025-04-04,3.0,523.63,1.375,10,SL,-1.375
2025-04-04,3.5,525.5,1.4375,10,TP (50%),7.1875
2025-04-07,0.0,487.23,1.0,10,Hold: Worthless,10.0
